Date,Adj Close
1/29/1993,25.71739
2/1/1993,25.900295
2/2/1993,25.955166
2/3/1993,26.229551
2/4/1993,26.339281
2/5/1993,26.320997
2/8/1993,26.320997
2/9/1993,26.138083
2/10/1993,26.174667
2/11/1993,26.302687
2/12/1993,26.101498
2/16/1993,25.44301
2/17/1993,25.424728
2/18/1993,25.406422
2/19/1993,25.497896
2/22/1993,25.589355
2/23/1993,25.571053
2/24/1993,25.900295
2/25/1993,25.955166
2/26/1993,25.991747
3/1/1993,25.918592
3/2/1993,26.302687
3/3/1993,26.412453
3/4/1993,26.266119
3/5/1993,26.192947
3/8/1993,26.778259
3/9/1993,26.686817
3/10/1993,26.741701
3/11/1993,26.668524
3/12/1993,26.394163
3/15/1993,26.522184
3/16/1993,26.522184
3/17/1993,26.357565
3/18/1993,26.522184
3/19/1993,26.482061
3/22/1993,26.335028
3/23/1993,26.390167
3/24/1993,26.390167
3/25/1993,26.555569
3/26/1993,26.408554
3/29/1993,26.518812
3/30/1993,26.592327
3/31/1993,26.573938
4/1/1993,26.482061
4/2/1993,25.930727
4/5/1993,26.059364
4/6/1993,25.985855
4/7/1993,26.077747
4/8/1993,26.040997
4/12/1993,26.408554
4/13/1993,26.463676
4/14/1993,26.426926
4/15/1993,26.426926
4/16/1993,26.426926
4/19/1993,26.316654
4/20/1993,26.188021
4/21/1993,26.169643
4/22/1993,25.838854
4/23/1993,25.72858
4/26/1993,25.526413
4/27/1993,25.802092
4/28/1993,25.746973
4/29/1993,25.85721
4/30/1993,25.893978
5/3/1993,26.059364
5/4/1993,26.151251
5/5/1993,26.224771
5/6/1993,26.132877
5/7/1993,26.077747
5/10/1993,26.132877
5/11/1993,26.243145
5/12/1993,26.206398
5/13/1993,25.893978
5/14/1993,25.875599
5/17/1993,25.967489
5/18/1993,25.94911
5/19/1993,26.482061
5/20/1993,26.555569
5/21/1993,26.316654
5/24/1993,26.426926
5/25/1993,26.482061
5/26/1993,26.812853
5/27/1993,26.720966
5/28/1993,26.592327
6/1/1993,26.8496
6/2/1993,26.812853
6/3/1993,26.720966
6/4/1993,26.629095
6/7/1993,26.537191
6/8/1993,26.298298
6/9/1993,26.390167
6/10/1993,26.408554
6/11/1993,26.518812
6/14/1993,26.482061
6/15/1993,26.426926
6/16/1993,26.482061
6/17/1993,26.573938
6/18/1993,26.355112
6/21/1993,26.410631
6/22/1993,26.429136
6/23/1993,26.188532
6/24/1993,26.54019
6/25/1993,26.521669
6/28/1993,26.81782
6/29/1993,26.688253
6/30/1993,26.688253
7/1/1993,26.61422
7/2/1993,26.46615
7/6/1993,26.188532
7/7/1993,26.262566
7/8/1993,26.558695
7/9/1993,26.632736
7/12/1993,26.61422
7/13/1993,26.595718
7/14/1993,26.688253
7/15/1993,26.5772
7/16/1993,26.503164
7/19/1993,26.484678
7/20/1993,26.558695
7/21/1993,26.54019
7/22/1993,26.355112
7/23/1993,26.484678
7/26/1993,26.632736
7/27/1993,26.61422
7/28/1993,26.558695
7/29/1993,26.706758
7/30/1993,26.558695
8/2/1993,26.632736
8/3/1993,26.651232
8/4/1993,26.651232
8/5/1993,26.595718
8/6/1993,26.632736
8/9/1993,26.780792
8/10/1993,26.762272
8/11/1993,26.762272
8/12/1993,26.688253
8/13/1993,26.725266
8/16/1993,26.873325
8/17/1993,26.965857
8/18/1993,27.113926
8/19/1993,27.113926
8/20/1993,27.132427
8/23/1993,27.076906
8/24/1993,27.373037
8/25/1993,27.391541
8/26/1993,27.410069
8/27/1993,27.391541
8/30/1993,27.502604
8/31/1993,27.576632
9/1/1993,27.539614
9/2/1993,27.447062
9/3/1993,27.465572
9/7/1993,27.280495
9/8/1993,27.187937
9/9/1993,27.24349
9/10/1993,27.484079
9/13/1993,27.502604
9/14/1993,27.391541
9/15/1993,27.465572
9/16/1993,27.354517
9/17/1993,27.301487
9/20/1993,27.078026
9/21/1993,26.984901
9/22/1993,27.208382
9/23/1993,27.357353
9/24/1993,27.282877
9/27/1993,27.580845
9/28/1993,27.524969
9/29/1993,27.431854
9/30/1993,27.375984
10/1/1993,27.506342
10/4/1993,27.543589
10/5/1993,27.506342
10/6/1993,27.487726
10/7/1993,27.413227
10/8/1993,27.45046
10/11/1993,27.506342
10/12/1993,27.543589
10/13/1993,27.543589
10/14/1993,27.897434
10/15/1993,28.046421
10/18/1993,27.971924
10/19/1993,27.767056
10/20/1993,27.804319
10/21/1993,27.767056
10/22/1993,27.636698
10/25/1993,27.711206
10/26/1993,27.692585
10/27/1993,27.711206
10/28/1993,27.916061
10/29/1993,27.916061
11/1/1993,27.99054
11/2/1993,27.971924
11/3/1993,27.618088
11/4/1993,27.320105
11/5/1993,27.45046
11/8/1993,27.487726
11/9/1993,27.506342
11/10/1993,27.711206
11/11/1993,27.636698
11/12/1993,27.767056
11/15/1993,27.748444
11/16/1993,27.878799
11/17/1993,27.729803
11/18/1993,27.655323
11/19/1993,27.59947
11/22/1993,27.431854
11/23/1993,27.580845
11/24/1993,27.692585
11/26/1993,27.711206
11/29/1993,27.59947
11/30/1993,27.618088
12/1/1993,27.655323
12/2/1993,27.729803
12/3/1993,27.84156
12/6/1993,27.934666
12/7/1993,27.916061
12/8/1993,27.916061
12/9/1993,27.822943
12/10/1993,27.767056
12/13/1993,27.934666
12/14/1993,27.729803
12/15/1993,27.692585
12/16/1993,27.785679
12/17/1993,27.938395
12/20/1993,27.975895
12/21/1993,27.882164
12/22/1993,28.069643
12/23/1993,28.050894
12/27/1993,28.200905
12/28/1993,28.257164
12/29/1993,28.219667
12/30/1993,28.107162
12/31/1993,27.957134
1/3/1994,27.882164
1/4/1994,27.994652
1/5/1994,28.050894
1/6/1994,28.050894
1/7/1994,28.219667
1/10/1994,28.557173
1/11/1994,28.500921
1/12/1994,28.407164
1/13/1994,28.332153
1/14/1994,28.444666
1/17/1994,28.444666
1/18/1994,28.48217
1/19/1994,28.407164
1/20/1994,28.48217
1/21/1994,28.425907
1/24/1994,28.3134
1/25/1994,28.3134
1/26/1994,28.388405
1/27/1994,28.650923
1/28/1994,28.725912
1/31/1994,28.932186
2/1/1994,28.782169
2/2/1994,28.969662
2/3/1994,28.838425
2/4/1994,28.182159
2/7/1994,28.3134
2/8/1994,28.332153
2/9/1994,28.444666
2/10/1994,28.200905
2/11/1994,28.294655
2/14/1994,28.332153
2/15/1994,28.48217
2/16/1994,28.463415
2/17/1994,28.294655
2/18/1994,28.125893
2/22/1994,28.407164
2/23/1994,28.332153
2/24/1994,27.957134
2/25/1994,28.088404
2/28/1994,28.088404
3/1/1994,27.975895
3/2/1994,28.013409
3/3/1994,27.938395
3/4/1994,28.013409
3/7/1994,28.163412
3/8/1994,28.050894
3/9/1994,28.182159
3/10/1994,27.957134
3/11/1994,28.107162
3/14/1994,28.144659
3/15/1994,28.125893
3/16/1994,28.350922
3/17/1994,28.350922
3/18/1994,28.344728
3/21/1994,28.269299
3/22/1994,28.344728
3/23/1994,28.325872
3/24/1994,27.986389
3/25/1994,27.722382
3/28/1994,27.760099
3/29/1994,27.213192
